x,y
10,0.08960000000000001
11,0.12539999999999996
12,0.13019999999999998
13,0.12629999999999997
14,0.16259999999999997
15,0.16369999999999996
16,0.16859999999999997
17,0.16879999999999995
18,0.1926
19,0.19879999999999998
20,0.20120000000000005
21,0.1955
22,0.21630000000000005
23,0.21140000000000003
24,0.21519999999999995
25,0.2269
26,0.23509999999999998
27,0.2329
28,0.24609999999999999
29,0.2471
30,0.2539
31,0.2469
32,0.2649
33,0.26759999999999995
34,0.258
35,0.2824
36,0.28659999999999997
37,0.28769999999999996
38,0.28659999999999997
39,0.30269999999999997
40,0.3005
41,0.29790000000000005
42,0.31379999999999997
43,0.31079999999999997
44,0.30489999999999995
45,0.3083
46,0.3157
47,0.31899999999999995
48,0.3214
49,0.3227
50,0.3188
51,0.3237
52,0.34019999999999995
53,0.34319999999999995
54,0.32909999999999995
55,0.33699999999999997
56,0.34609999999999996
57,0.34230000000000005
58,0.34119999999999995
59,0.3587
60,0.352
61,0.3458
62,0.3609
63,0.3661
64,0.3549
65,0.37339999999999995
66,0.36660000000000004
67,0.374
68,0.37070000000000003
69,0.37629999999999997
70,0.37639999999999996
71,0.3821
72,0.38780000000000003
73,0.392
74,0.38439999999999996
75,0.38670000000000004
76,0.38270000000000004
77,0.38970000000000005
78,0.39559999999999995
79,0.39459999999999995
80,0.38470000000000004
81,0.3944
82,0.4001
83,0.38949999999999996
84,0.39680000000000004
85,0.40480000000000005
86,0.3961
87,0.4121
88,0.41669999999999996
89,0.4185
90,0.40780000000000005
91,0.42090000000000005
92,0.4103
93,0.4193
94,0.41059999999999997
95,0.41369999999999996
96,0.41869999999999996
97,0.4256
98,0.4285
99,0.4245
100,0.42110000000000003
